__utt_id,__transcript_id,__participant_group,__participant_count,__row_in_file,speaker_id,slide_id,question_id,problem_id,text,text_en
DR_IT_05:417,DR_IT_05,IT,1,417,DR_IT_05,,,," Wydaje mi się, że to jest dokładnie.",I think that's exactly what it is.
DR_IT_05:418,DR_IT_05,IT,1,418,DR_IT_05,,,," Objaśnienia do zadanych, bo czułam tylko tutaj napisanie dane kryjące, więc tam i nawet nie zauważyłam, że jest podkreślane na czerwono pobrane miejscami, gdzie grzyb jadalny i strasznie mi się pomieszało. Jeśli chodzi o ten Slajd, a i szczerze gdybym miała decydować, to ten slajd przyniosłabym tam na sam dół jako ten niepotrzebny.","Explanations for the assignments, because I could only feel the cover data being written here, so there and I didn't even notice that it was highlighted in red taken from places where the edible mushroom and I got really messed up. As for this slide, and frankly, if I had to decide, I'd bring that slide down there as the unnecessary one."
DR_IT_05:419,DR_IT_05,IT,1,419,DR,__S15__,,,~,~ You know what ?
DR_IT_05:420,DR_IT_05,IT,1,420,DR,__S88__,,,~,~ You know what ?
DR_IT_05:421,DR_IT_05,IT,1,421,DR,,,,"Dobra, zaraz do tego przejdziemy.","All right, let's get to that."
DR_IT_05:422,DR_IT_05,IT,1,422,DR,,,," Dobra, zakończyłyśmy pytania do poszczególnych slajdów, ale jeszcze cały czas jesteśmy w pierwszej części badania. Teraz dam pani.","Okay, we're done with the individual slide questions, but we're still in the first part of the study. I'll give it to you now."
DR_IT_05:423,DR_IT_05,IT,1,423,DR,,,," Do uzupełnienia pytania do całości prezentacji. Bardzo proszę o przeanalizowanie poniższych przykładów, które opisują cechy wybranej grzyby i następnie na podstawie materiałów zawartych w prezentacji proszę zaklasyfikować każdy z przekładów jako jadalny bądź też trujący. Już pani daję długopis.","To fill in the questions for the entire presentation. Please consider the following examples that describe the characteristics of the selected mushroom, and then, based on the materials in the presentation, please classify each of the translations as edible or poisonous. I'll give you the pen."
DR_IT_05:424,DR_IT_05,IT,1,424,DR,,,,"Bardzo proszę przykłady mamy 3 i też bardzo proszę, żeby Pani głośno mówiła, co pani myśli","We have three examples, and I'm asking you to say what you think out loud."
DR_IT_05:425,DR_IT_05,IT,1,425,DR_IT_05,,,__P1__,Więc.,"Well, then."
DR_IT_05:426,DR_IT_05,IT,1,426,DR_IT_05,,,," czytam polecenia, czyli przykłady opisujące.","I read the instructions, which are descriptive examples."
DR_IT_05:427,DR_IT_05,IT,1,427,DR_IT_05,,,,cechy grzybów,Characteristics of mushrooms
DR_IT_05:428,DR_IT_05,IT,1,428,DR_IT_05,,,,"i na przykładzie tych materiałów mam określić, czy grzyby są jadalne lub trujące.",And I'm going to use an example of these materials to determine if mushrooms are edible or poisonous.
DR_IT_05:429,DR_IT_05,IT,1,429,DR_IT_05,,,," Na przykład tutaj mam wypisane różne cech, które mogą wystąpić. Czy powiedzmy, że nic nie wiem, to będę patrzeć na te slajdy ","For example, here I have a list of different traits that might occur. Or let's just say I don't know anything, and I'm going to look at these slides."
DR_IT_05:430,DR_IT_05,IT,1,430,DR_IT_05,,,, A który coś mówi?,And who says anything?
DR_IT_05:431,DR_IT_05,IT,1,431,DR_IT_05,,,," Pewno proste do przeczytania, więc jeżeli będą takie cechy, ktoś to, który odbył po prostu pytanie jest oznaczone jako.","It's kind of easy to read, so if there are any such traits, someone who's just asked the question is labeled as."
DR_IT_05:432,DR_IT_05,IT,1,432,DR_IT_05,,,, Jako Zielona edukujące biorącego występuje na przykład szerokość trzonu w milimetrach.,"For example, the width in millimeters of a trunk is shown as an instructional green."
DR_IT_05:433,DR_IT_05,IT,1,433,DR_IT_05,,,, Mniejszy od 5 cm.,Less than five inches.
DR_IT_05:434,DR_IT_05,IT,1,434,DR_IT_05,,,," Wysokości trzonu, szerokość trzonu.","The height of the trunk, the width of the trunk."
DR_IT_05:435,DR_IT_05,IT,1,435,DR_IT_05,,,," Mniejsza szerokość trzonu jest większa prawdopodobieństwo, ale to na razie mi nic nie mówić. To może być trochę większe. To jest bardzo duża wysokość trzonu.","A smaller chest width is more likely, but that doesn't tell me anything yet. It could be a little bigger. That's a very high height of the trunk."
DR_IT_05:436,DR_IT_05,IT,1,436,DR_IT_05,,,," Szerokość trzonu, czyli to będzie?","The width of the coffin, so that's it?"
DR_IT_05:437,DR_IT_05,IT,1,437,DR_IT_05,,,," Większa od 16,56 i szerokość trzonu.",Greater than 16.56 and chest width.
DR_IT_05:438,DR_IT_05,IT,1,438,DR_IT_05,,,," Pytam więc powiedziałam, że prawdopodobieństwo.","So I asked, and I said, ""Probability""."
DR_IT_05:439,DR_IT_05,IT,1,439,DR_IT_05,,,, że grzyb jest jadalny,That mushroom is edible.
DR_IT_05:440,DR_IT_05,IT,1,440,DR_IT_05,,,," no to zaznaczę sobie, że grzyb jest jadalny","Well, I'll just point out that the mushroom is edible."
DR_IT_05:441,DR_IT_05,IT,1,441,DR_IT_05,,,," I tak będę pewnie stawiać sobie takie znaczki, dopóki nie będę w miarę pewna tego, co tutaj się pisze. Ten kolor blaszek biały też moim zdaniem to jest wyraźnie zaznaczone białe kratki przykładami występują może nie jakoś mocno, ale jednak posiadamy.","I'm sure I'll keep putting these stamps on myself until I'm pretty sure what's written here. This color of white flakes is also in my opinion it's clearly marked white bars with examples occurring maybe not somehow strongly, but still we have."
DR_IT_05:442,DR_IT_05,IT,1,442,DR_IT_05,,,__P2__,A takie kolor trzonu Brązowy był przy jadalnych i kolor trzonu biały no był przy jadalnych tak samo.,And that's the color of the brown trout in the dining room and that's the color of the white trout in the dining room.
DR_IT_05:443,DR_IT_05,IT,1,443,DR_IT_05,,,," No ale kolor hymenoforu tutaj nie występował, więc pewnie będę musiała znajdować, bez które niekoniecznie spodoba.","Well, the color of the hymenophore wasn't here, so I'm probably gonna have to find one that I don't necessarily like without."
DR_IT_05:444,DR_IT_05,IT,1,444,DR_IT_05,,,, Ale ten chyba hymenofor.,But I think it's the hymenophore.
DR_IT_05:445,DR_IT_05,IT,1,445,DR_IT_05,,,," Jego chyba nie było, ale na razie spróbuję przealizować do końca.","I don't think he was, but for now, I'm gonna try to get through it."
DR_IT_05:446,DR_IT_05,IT,1,446,DR_IT_05,,,, Kształt kapelusza tutaj nie był chyba?,"The shape of the hat wasn't here, was it?"
DR_IT_05:447,DR_IT_05,IT,1,447,DR_IT_05,,,," blaszki, kolor kapelusza chyba też nie?","The color of your hat, too, isn't it?"
DR_IT_05:448,DR_IT_05,IT,1,448,DR_IT_05,,,," Mleczko nie zmienia koloru brak mleczka i tutaj więc znając, że wypadku i wyjące przyjmującymi.",Milk doesn't change color lack of milk and so here knowing that the accident and challenges the recipients.
DR_IT_05:449,DR_IT_05,IT,1,449,DR_IT_05,,,, Sposób przyrastania blaszek chyba tutaj też nie było.,I don't think there was a way to grow flakes here either.
DR_IT_05:450,DR_IT_05,IT,1,450,DR_IT_05,,,, trzymać blisko.,Keep it close.
DR_IT_05:451,DR_IT_05,IT,1,451,DR_IT_05,,,, Kolor zarodników ,Colour of the embryos
DR_IT_05:452,DR_IT_05,IT,1,452,DR_IT_05,,,, średnica kapelusza.,The diameter of the hat.
DR_IT_05:453,DR_IT_05,IT,1,453,DR_IT_05,,,," A tego średnica większa, obecną 5,4 cm.","And this one's larger in diameter, the current 5.4 centimeters."
DR_IT_05:454,DR_IT_05,IT,1,454,DR_IT_05,,,," , średnica kapelusza.",", the diameter of the hat."
DR_IT_05:455,DR_IT_05,IT,1,455,DR_IT_05,,,," albo tego, czyli dogadać na tego porządnego drewna.","Or this one, that's settling on that decent wood."
DR_IT_05:456,DR_IT_05,IT,1,456,DR_IT_05,,,," Jego tego nie nadawać, tylko bardzo proszę teraz.","Don't give it to him, just ask him right now."
DR_IT_05:457,DR_IT_05,IT,1,457,DR_IT_05,,,, Podane w.,Put it in.
DR_IT_05:458,DR_IT_05,IT,1,458,DR_IT_05,,,, Wszystkich po prostu.,Just all of them.
DR_IT_05:459,DR_IT_05,IT,1,459,DR_IT_05,,,, Sposób.,It's a way.
DR_IT_05:460,DR_IT_05,IT,1,460,DR_IT_05,,,," Jeszcze może sugerować się tym, że jeżeli a AI uznaje te cechy predykcji",It might even suggest that if AI recognizes these predictive features
DR_IT_05:461,DR_IT_05,IT,1,461,DR_IT_05,,,, Jeżeli będą blaszki wykrojone to.,"If the flakes are measured, that's it."
DR_IT_05:462,DR_IT_05,IT,1,462,DR_IT_05,,,, blaszki wolne,Flat-rolled products of iron or non-alloy steel
DR_IT_05:463,DR_IT_05,IT,1,463,DR_IT_05,,,,"kolor kapelusza zielony, zielonym kolor kapelusza. To jest pomarańczowym strasznie nie wiem co.","The color of the hat is green, the color of the hat is green. It's orange terribly I don't know what."
DR_IT_05:464,DR_IT_05,IT,1,464,DR_IT_05,,,, A.,"Oh, my God."
DR_IT_05:465,DR_IT_05,IT,1,465,DR_IT_05,,,, [niewyraźne],[clears throat]
DR_IT_05:466,DR_IT_05,IT,1,466,DR_IT_05,,,,kolor trzonu,colour of the trunk
DR_IT_05:467,DR_IT_05,IT,1,467,DR_IT_05,,,," A ale to niepewne. Teraz średnica kapelusza tak większość tych 5 też miałam kształt kapelusza płaski też będzie niewypukły, w ogóle kształt kapelusza odchylony.","But that's uncertain. Now the diameter of the hat so most of these 5 also had the shape of a flat hat will also be opaque, in general the shape of a detached hat."
DR_IT_05:468,DR_IT_05,IT,1,468,DR_IT_05,,,, [niewyraźne],[clears throat]
DR_IT_05:469,DR_IT_05,IT,1,469,DR_IT_05,,,," Powierzchnia kapelusza, brak danych wynik nie ma i wskazuje na pozytywne, że jest.","The surface of the hat, the lack of data, the result doesn't exist and indicates positive that it does."
DR_IT_05:470,DR_IT_05,IT,1,470,DR_IT_05,,,," Znaczy zwiększające, czyli powierzchnia trzonu nie ma danych szerokość członu. Większe też było podstawa trzonu, brak danych, powierzchnia kapelusza, gładka, Błyszcząca.","That's an enlarging, meaning the area of the trunk doesn't have a given width of the limb. There was also a larger base of the trunk, lack of data, surface area of the hat, smooth, shiny."
DR_IT_05:471,DR_IT_05,IT,1,471,DR_IT_05,,,, Będzie.,It will.
DR_IT_05:472,DR_IT_05,IT,1,472,DR_IT_05,,,, słabsze.,It's weaker.
DR_IT_05:473,DR_IT_05,IT,1,473,DR_IT_05,,,, Biały na plus że sposób przyrastania blaszek.,White on top of that way of growing flakes.
DR_IT_05:474,DR_IT_05,IT,1,474,DR_IT_05,,,, trzonach,of a thickness of not more than 10 mm
DR_IT_05:475,DR_IT_05,IT,1,475,DR_IT_05,,,, tam był.,He was there.
DR_IT_05:476,DR_IT_05,IT,1,476,DR_IT_05,,,, Poproszę większa wysokość trzonów centymetrach.,I'll ask for a higher height of the trunks inches.
DR_IT_05:477,DR_IT_05,IT,1,477,DR_IT_05,,,, Pomimo już aktualna Wysokość trzonu,Despite the current height of the trunk
DR_IT_05:478,DR_IT_05,IT,1,478,DR_IT_05,,,, 18 przed tych było ,Eighteen before that was
DR_IT_05:479,DR_IT_05,IT,1,479,DR_IT_05,,,," Zastosowałam na pewno więcej, raczej jest dalej.","I'm sure I've used more than that, but it's more than that."
DR_IT_05:480,DR_IT_05,IT,1,480,DR_IT_05,,,, Ale.,"Oh, my God."
DR_IT_05:481,DR_IT_05,IT,1,481,DR_IT_05,,,, Pewna tego wpisu nie mogę być. Było raz.,I can't be sure of that entry. There was one time.
DR_IT_05:482,DR_IT_05,IT,1,482,DR_IT_05,,,," Jedną na niejadalne i powiedziałabym, że.",One for non-food and I'd say that.
DR_IT_05:483,DR_IT_05,IT,1,483,DR_IT_05,,,, Jestem średnio niepewna tego wyboru.,I'm moderately uncertain about that choice.
DR_IT_05:484,DR_IT_05,IT,1,484,DR_IT_05,,,, idę do kolejnego przykładu i  tutaj ,"I'm going to go to another example, and here it is."
DR_IT_05:485,DR_IT_05,IT,1,485,DR_IT_05,,,,kolor trzonu,colour of the trunk
DR_IT_05:486,DR_IT_05,IT,1,486,DR_IT_05,,,,sposób przyrastania blaszek do trzonu,how to grow the flakes into the kernel
DR_IT_05:487,DR_IT_05,IT,1,487,DR_IT_05,,,, Wolne i to było.,"Free, and that was it."
DR_IT_05:488,DR_IT_05,IT,1,488,DR_IT_05,,,,w przypadku,in the case of:
DR_IT_05:489,DR_IT_05,IT,1,489,DR_IT_05,,,,obu.,Both of them.
DR_IT_05:490,DR_IT_05,IT,1,490,DR_IT_05,,,, Okej dobrze.,"All right, all right."
DR_IT_05:491,DR_IT_05,IT,1,491,DR_IT_05,,,, Wielkość kapelusza,Size of hat
DR_IT_05:492,DR_IT_05,IT,1,492,DR_IT_05,,,," To jest taka, powiedzmy strona ","It's like, let's say the page"
DR_IT_05:493,DR_IT_05,IT,1,493,DR_IT_05,,,, [niewyraźne],[clears throat]
DR_IT_05:494,DR_IT_05,IT,1,494,DR_IT_05,,,,"wysokość trzonu, średnica i kształt kapelusza wypukły znowu tak samo jak poprzednio.","The height of the trunk, the diameter and the shape of the hat burst out again the same as before."
DR_IT_05:495,DR_IT_05,IT,1,495,DR_IT_05,,,, Do tego ,That 's it .
DR_IT_05:496,DR_IT_05,IT,1,496,DR_IT_05,,,, [niewyraźne],[clears throat]
DR_IT_05:497,DR_IT_05,IT,1,497,DR_IT_05,,,, [niewyraźne],[clears throat]
DR_IT_05:498,DR_IT_05,IT,1,498,DR_IT_05,,,," Jako grupy genetyczne, skoro maturą.","As a genetic group, once you graduate."
DR_IT_05:499,DR_IT_05,IT,1,499,DR_IT_05,,,,[niewyraźne],[clears throat]
DR_IT_05:500,DR_IT_05,IT,1,500,DR_IT_05,,,, Brązowy tutaj było ,The brown one was here.
DR_IT_05:501,DR_IT_05,IT,1,501,DR_IT_05,,,,[niewyraźne],[clears throat]
DR_IT_05:502,DR_IT_05,IT,1,502,DR_IT_05,,,,[niewyraźne],[clears throat]
DR_IT_05:503,DR_IT_05,IT,1,503,DR_IT_05,,,,znów kolor trzonu,It's the color of the trunk again.
DR_IT_05:504,DR_IT_05,IT,1,504,DR_IT_05,,,, mogę to na podstawie samych.,I can do it on my own.
DR_IT_05:505,DR_IT_05,IT,1,505,DR_IT_05,,,,samych danych [niewyraźne],the data itself [inexplicable]
DR_IT_05:506,DR_IT_05,IT,1,506,DR_IT_05,,,, Jestem raczej.,I guess I am.
DR_IT_05:507,DR_IT_05,IT,1,507,DR_IT_05,,,," Znajdował się w 2 stronę jako jadalnego, tak bym go nie zjadła.","It was two-sided, edible, so I wouldn't eat it."
DR_IT_05:508,DR_IT_05,IT,1,508,DR_IT_05,,,," Jestem pewna tej odpowiedzi, więc powiedziałabym, że też jak wtedy tak samo.","I'm sure of that answer, so I'd say it's the same as back then."
DR_IT_05:509,DR_IT_05,IT,1,509,DR_IT_05,,,__P3__,Chyba  przykład trzeci,I think it's an example of the third.
DR_IT_05:510,DR_IT_05,IT,1,510,DR_IT_05,,,,[niewyraźne],[clears throat]
DR_IT_05:511,DR_IT_05,IT,1,511,DR_IT_05,,,,[niewyraźne],[clears throat]
DR_IT_05:512,DR_IT_05,IT,1,512,DR_IT_05,,,, [niewyraźne],[clears throat]
DR_IT_05:513,DR_IT_05,IT,1,513,DR_IT_05,,,,[niewyraźne],[clears throat]
DR_IT_05:514,DR_IT_05,IT,1,514,DR_IT_05,,,, Z powyższych.,One of the above.
DR_IT_05:515,DR_IT_05,IT,1,515,DR_IT_05,,,, kolor trzonu,colour of the trunk
DR_IT_05:516,DR_IT_05,IT,1,516,DR_IT_05,,,,[niewyraźne],[clears throat]
DR_IT_05:517,DR_IT_05,IT,1,517,DR_IT_05,,,, [niewyraźne],[clears throat]
DR_IT_05:518,DR_IT_05,IT,1,518,DR_IT_05,,,, [niewyraźne],[clears throat]
DR_IT_05:519,DR_IT_05,IT,1,519,DR_IT_05,,,,nie białej.,It's not white.
DR_IT_05:520,DR_IT_05,IT,1,520,DR_IT_05,,,,[niewyraźne],[clears throat]
DR_IT_05:521,DR_IT_05,IT,1,521,DR_IT_05,,,, [niewyraźne],[clears throat]
DR_IT_05:522,DR_IT_05,IT,1,522,DR_IT_05,,,, [niewyraźne],[clears throat]
DR_IT_05:523,DR_IT_05,IT,1,523,DR_IT_05,,,," udało mi się znaleźć tylko jedno, co oznacza, że mogę być do końca.","I've only been able to find one, which means I can be through."
DR_IT_05:524,DR_IT_05,IT,1,524,DR_IT_05,,,, O ile cecha moim doświadczeniu byłoby prawdopodobne.,As long as a feature of my experience would be probable.
DR_IT_05:525,DR_IT_05,IT,1,525,DR_IT_05,,,," Zarzuca to na podstawie samego tego, jakie cechy.",He's accusing me of that on the basis of what he's got.
DR_IT_05:526,DR_IT_05,IT,1,526,DR_IT_05,,,, [niewyraźne],[clears throat]
DR_IT_05:527,DR_IT_05,IT,1,527,DR_IT_05,,,," Pewniejsza, bo tutaj mam już większość cech [niewyraźnie]. ",Probably because I already have most of the features here.
DR_IT_05:528,DR_IT_05,IT,1,528,DR_IT_05,,,, [niewyraźne],[clears throat]
DR_IT_05:529,DR_IT_05,IT,1,529,DR_IT_05,,,,[niewyraźne],[clears throat]
DR_IT_05:530,DR_IT_05,IT,1,530,DR_IT_05,,,,[niewyraźne],[clears throat]
DR_IT_05:531,DR_IT_05,IT,1,531,DR_IT_05,,,, A co w takim razie?,"Well, then, what do you think?"
DR_IT_05:532,DR_IT_05,IT,1,532,DR_IT_05,,,,[niewyraźne],[clears throat]
DR_IT_05:533,DR_IT_05,IT,1,533,DR_IT_05,,,,[niewyraźne],[clears throat]
DR_IT_05:534,DR_IT_05,IT,1,534,DR_IT_05,,,,[niewyraźne],[clears throat]
DR_IT_05:535,DR_IT_05,IT,1,535,DR_IT_05,,,,[niewyraźne],[clears throat]
DR_IT_05:536,DR_IT_05,IT,1,536,DR_IT_05,,,,"[niewyraźne], więc nie mogę mi się wydaje, że jest duża szansa statystyczny ze on wpadnie jako jadalne ","[obviously], so I can't think of a statistically significant chance of it coming in as edible."
DR_IT_05:537,DR_IT_05,IT,1,537,DR_IT_05,,,, Tutaj Jestem zdecydowanie niepewna,I 'm definitely not sure .
DR_IT_05:538,DR_IT_05,IT,1,538,DR_IT_05,,,,[niewyraźne].,[clears throat]
DR_IT_05:539,DR_IT_05,IT,1,539,DR_IT_05,,,,[niewyraźne],[clears throat]
DR_IT_05:540,DR_IT_05,IT,1,540,DR_IT_05,,,,[niewyraźne],[clears throat]
DR_IT_05:541,DR_IT_05,IT,1,541,DR_IT_05,,,, Ma no to prawdopodobieństwo klasy o 0 8 a 0 4 na przykład to czy to będzie faktycznie miało duże znaczenie w kontekście?,"So is the probability of a class of 08 and 04, for example, is that really going to make a big difference in the context?"
DR_IT_05:542,DR_IT_05,IT,1,542,DR_IT_05,,,," Mogę powiedzieć, to będzie jakaś różnica, ale nie wiem co masz na tyle dużo, żeby wziął pod uwagę. No tyle, że ten niezależny uwagi na żadnych innych cech.","I can tell you it'll make a difference, but I don't know what you have enough to consider. It's just that this independent note doesn't have any other traits."
DR_IT_05:543,DR_IT_05,IT,1,543,DR,,,,To chyba o k kończymy zatem pierwszą część.,"So, I guess we'll finish the first part by k."
DR_IT_05:544,DR_IT_05,IT,1,544,DR,__S99__,,,~ ,~ You know what ?
DR_IT_05:545,DR_IT_05,IT,1,545,DR,,,,Opracowaniu dziękuję. Przechodzimy do części 2.,Thanks for the paperwork. We're moving on to part two.
DR_IT_05:546,DR_IT_05,IT,1,546,DR,,,,"W jakiej kolejności powinny pani zdaniem być poukładane zaprezentowane materiały, aby były jak najbardziej użyteczne dla pani? Jeśli jakiegoś materiału brakuje, a ma pani choćby ogólny pomysł, co by to mogło być? Bardzo proszę dodać nowy slajd, pisać co tam powinno się znaleźć i dołączyć go do projektowymi układanki. Z kolei jeśli któryś materiał jest pamiętanie niepotrzebne, proszę przenieść go na koniec prezentacji, aby znalazł się za Czarny śnieg o K jest to pamiętam cenie.","In what order do you think the materials presented should be arranged so that they are as useful to you as possible? If something is missing, and you have a general idea, what could it be? Please add a new slide, write down what should be in it, and attach it to the design layout. In turn, if any of the material is memory unnecessary, please move it to the end of the presentation to be found behind Black Snow on K is the memory price."
DR_IT_05:547,DR_IT_05,IT,1,547,DR_IT_05,,,, A mogę zmienić kolejność?,Can I change the order?
DR_IT_05:548,DR_IT_05,IT,1,548,DR,,,,tak najbardziej jak najbardziej.,As much as possible.
DR_IT_05:549,DR_IT_05,IT,1,549,DR_IT_05,,,," Dałabym dużo bardziej na początek to jest lek Tekstowy, tak ten, który był slajdem 11 tak jest tak teraz, który wybrać na początek, ponieważ on.","I'd give a lot more to start with this is the drug text, so the one that was slide 11 so is the one now that you choose to start with because he."
DR_IT_05:550,DR_IT_05,IT,1,550,DR_IT_05,,,," Tak, ponieważ on mi się jakoś specjalnie mnie odnosi do jadalności, a jadalność była późno i teraz poprosimy odnosi lat temu poziomie też tak ważne przy.","Yeah, because he somehow specifically referred me to eating, and eating was late and now we're asking for a relationship level years ago that was just as important at the time."
DR_IT_05:551,DR_IT_05,IT,1,551,DR_IT_05,,,, Najpóźniejsze analizie.,It's the latest analysis.
DR_IT_05:552,DR_IT_05,IT,1,552,DR_IT_05,,,, I teraz teraz układać ich od.,And now we're putting them away.
DR_IT_05:553,DR_IT_05,IT,1,553,DR_IT_05,,,, To taka.,That's the way it is.
DR_IT_05:554,DR_IT_05,IT,1,554,DR_IT_05,,,," dodałabym za Kotwicami, by było wiadomo na [niewyraźne], czyli to jest ten slajd analiza kontrfaktyczna",I'd add it behind the anchors to make it clear that this is this slide of counterfactual analysis.
DR_IT_05:555,DR_IT_05,IT,1,555,DR_IT_05,,,, A i te slajdy dla nas od najbardziej skomplikowanego do najmniej.,And these slides for us from the most complicated to the least.
DR_IT_05:556,DR_IT_05,IT,1,556,DR_IT_05,,,," ułożyłabym odwrotnie, żeby pomagać, to wiadomo w co wchodzimy, żeby nie było czegoś takiego, że musimy się porozumieć od razu dosłownie zamieniłabym kolejność, czyli wodospad i.","I'd put the other way around to help, you know what we're getting into, so there's nothing we need to talk about right now, and I'd literally change the order, which is, the waterfall."
DR_IT_05:557,DR_IT_05,IT,1,557,DR_IT_05,,,, Najpierw mamy lime,First we have lime.
DR_IT_05:558,DR_IT_05,IT,1,558,DR_IT_05,,,, Bo tam wodospady na koniec slajdów,Because there are waterfalls at the end of the slides
DR_IT_05:559,DR_IT_05,IT,1,559,DR_IT_05,,,, [niewyraźne],[clears throat]
DR_IT_05:560,DR_IT_05,IT,1,560,DR_IT_05,,,,"to oznacza, potem już wiemy, na jakie dane patrzymy, czego szukać, a na koniec mamy ten najbardziej skomplikowany, na którym najtrudniej znaleźć. Jeżeli on jest na początku, to nie tylko nie wiadomo, o co chodzi, no i też wyrzucić. Chciałabym, bo on tak trochę miesza w tej jedności samymi cechami grupy badawczej.","That means, then we know what data we're looking at, what to look for, and finally we have the most complicated one that's the hardest to find. If he's at the beginning, not only don't you know what's going on, well, throw him out. I'd like to, because he's so mixed up in this unity with the very characteristics of the research group."
DR_IT_05:561,DR_IT_05,IT,1,561,DR_IT_05,,,, A.,"Oh, my God."
DR_IT_05:562,DR_IT_05,IT,1,562,DR_IT_05,,,," Najpierw [niewyraźne] jest tutaj statystyka jakby samej tej grupy, których podanie jakie?","First of all, there's a statistic here, sort of, of the same group that you're going to give what?"
DR_IT_05:563,DR_IT_05,IT,1,563,DR_IT_05,,,, A.,"Oh, my God."
DR_IT_05:564,DR_IT_05,IT,1,564,DR_IT_05,,,, Nie wiem czy ten slajd jest potrzebny do sprawdzenia.,I don't know if this slide is necessary to check.
DR_IT_05:565,DR_IT_05,IT,1,565,DR_IT_05,,,," [niewyraźne] bardzo rzeczy mówimy, bo to jest na pewno coś ciekawego, ale większość potrzebnych systematyk jadalności, bo to pokazuje tylko jedna cecha, która jest modyfikowana. Coś zmieniło, to można mówić o znaczeniu, ale zaczniemy mówi nam dużo wyraźniej raz albo tam trochę mniej, ale także [niewyraźne] czyli wykres tak tak tak. No ale ona jest na samej Górze i tutaj ten wykres tak naprawdę jest [niewyraźnie], tylko oznacza dokładnie tej samej cechy.","We're saying a lot of things, because it's definitely something interesting, but most of the eating habits that we need, because it only shows one trait that's modified. Something has changed, so you can talk about meaning, but we're going to start telling us a lot more clearly once or a little bit less there, but also [inexplicable] that's a graph like that. Well, it's on the very top of the mountain, and here this graph is actually [unclearly], but it just means exactly the same thing."
DR_IT_05:566,DR_IT_05,IT,1,566,DR_IT_05,,,, No to wykres z wykres wodospadami.,"Well, here's a chart with a waterfall chart."
DR_IT_05:567,DR_IT_05,IT,1,567,DR_IT_05,,,, Po prostu ten wykres jest wyrwany z kontekstu,It's just that this graph is taken out of context.
DR_IT_05:568,DR_IT_05,IT,1,568,DR_IT_05,,,," On jest troszkę wydane do tego, że nie mówię, co ma znaczenie, tylko jeżelibyśmy to, to ja je zrobiło tak i to. No nie jest potrzebne typami reprezentacji danych, tylko przykładam moim zdaniem.","He's kind of used to not saying what matters, except if we did it, I did it this way and this. Well, there's no need for data representation types, I'm just giving an example of what I think."
DR_IT_05:569,DR_IT_05,IT,1,569,DR_IT_05,,,, [niewyraźnie],[laughs]
DR_IT_05:570,DR_IT_05,IT,1,570,DR_IT_05,,,, To wszystko.,That's it. That's it.
DR_IT_05:571,DR_IT_05,IT,1,571,DR,,,,dobra czy jeszcze… ok. W. Takim razie jeżeli tutaj wszystko to jeszcze pani daje część 3.,"Good or bad? I got it. W. W. So if this is all here, you're still going to give me part three."
DR_IT_05:572,DR_IT_05,IT,1,572,DR,,,," Co pani zdaniem należy doprawić przygotowanych materiałów, aby były one bardziej użyteczne dla pani? Może jeszcze coś się pojawiło?",How do you feel that the materials you have prepared should be made more useful to you? Maybe something else came up.
DR_IT_05:573,DR_IT_05,IT,1,573,DR,,,, Tak tak na sam koniec.,That's the end of it.
DR_IT_05:574,DR_IT_05,IT,1,574,DR_IT_05,,,," Znaczy moim zdaniem to oczywiście sobie tylko bardzo się nie lubimy, bo naprawdę tego czytaniem, co w ogóle oznaczają te wartości tutaj, czytałam to legendy już kilka razy i dalej nie do końca rozumiem jak do końca [niewyraźne] momentami. I też fajnie było, gdyby jeżeli to miał być faktycznie użyteczne. Dla mnie tak nawet codzienne, to gdyby te cechy tego typu, nawet jeżeli byłyby mniej znaczące, żeby były w jakiś sposób opisane, co oznaczają","I mean, in my opinion, of course, we just don't like each other very much, because really, by reading what these values mean here, I've read these legends a few times already and I still don't quite understand how to end up with these moments. And it's also nice if it's actually going to be useful. To me, even everyday, if these traits of this kind, even if they were less significant, were to be described in some way, what they mean"
DR_IT_05:575,DR_IT_05,IT,1,575,DR_IT_05,,,, Czy to jest?,Is that it? Is that it?
DR_IT_05:576,DR_IT_05,IT,1,576,DR_IT_05,,,," No tak teraz się opieramy tej wysokości szerokości średnicy, które nie są aż tak bardzo wiarygodne i mam wszystko w mojej opinii i to nie są takie cechy zerojedynkowe, tylko to jest takie, no mniej więcej nie widzę 3,48 cm wyprawia jest bardzo dokładne, jeżeli chodzi o mierzenie czegokolwiek, są jednostki w milimetrach no to 5 kropka 2 milimetra to nawet nie wiem czy mam metr którym to zmierzyła, więc po prostu skupiają się troszkę bardziej na tych cechach mniej istotnych statystycznie, ale bardziej istotnych [niewyraźne].","Well, now we're basing it on this height of the width of the diameter that's not very reliable and I have everything in my opinion and it's not that zero-one characteristic, it's just that it's like, well, I don't see about 3.48 centimeters of it, it's very accurate when it comes to measuring anything, there are units in millimeters, so 5 points of 2 millimeters, so I don't even know if I have the meter that it's measured. So they're just focusing a little bit more on those traits that are less statistically important, but more important."
DR_IT_05:577,DR_IT_05,IT,1,577,DR_IT_05,,,, A.,"Oh, my God."
DR_IT_05:578,DR_IT_05,IT,1,578,DR_IT_05,,,,I też spisałabym je wszystkie w jednym miejscu.,And I would write them all in one place.
